year_x,iso3_o_x,iso3_d_x,Exports,gmt_offset_2020_o_x,gmt_offset_2020_d_x,lndist_x,dist_x,contig_x,comlang_off_x,comlang_ethno_x,comcol_x,col45_x,asean,aifta,international,gdp_o_x,gdp_d_x,tradeflow_comtrade_o_x,tradeflow_comtrade_d_x,tradeflow_imf_o_x,tradeflow_imf_d_x,sum_tf
2020,CHN,IDN,40980976.64,8,7,8.40,4425,0,0,0,0,0,0,0,1,14687673893,1058688935,41004367.66,39620435.88,41060800,39634700,80624803.54
2020,CHN,IND,66719471.59,8,5.5,8.36,4252,1,0,0,0,0,0,0,1,14687673893,2667687952,66726980.54,58798824.65,66779536,58700608,125525805.2
2020,CHN,JPN,142596624.7,8,9,7.47,1763,0,0,0,0,0,0,0,1,14687673893,5040107754,142635615.8,163838391.7,142721936,163919888,306474007.5
2020,CHN,KHM,8054487.482,8,7,7.92,2763,0,0,0,0,0,0,0,1,14687673893,25872798.01,8057023.997,7098205.441,8080293,7098205.5,15155229.44
2020,CHN,KOR,112476215.9,8,9,6.77,867,0,0,0,0,0,0,0,1,14687673893,1637895803,112443105.9,108790994.1,113028968,108855272,221234100
2020,CHN,LAO,1491277.597,8,7,7.78,2402,1,0,0,0,0,0,0,1,14687673893,18981800.71,1494702.199,,1497753.125,1645221.75,1494702.199
2020,CHN,LKA,3842700.338,8,5.5,8.54,5091,0,0,0,0,0,0,0,1,14687673893,80969683.54,3842836.734,3581771.356,3845567.5,3581771.5,7424608.09
2020,CHN,MMR,12547510.39,8,6.5,8.01,3017,1,0,0,0,0,0,0,1,14687673893,78930257.23,12550827.77,6527808.253,12560565,6527870,19078636.02
2020,CHN,MYS,56300820.69,8,8,8.23,3737,0,1,1,0,0,0,0,1,14687673893,337006023.8,56422172.2,40808661.99,56930192,40924060,97230834.19
2020,CHN,NZL,6052987.515,8,12,9.14,9361,0,0,0,0,0,0,0,1,14687673893,211734532.3,6055976.745,8368419.759,6070408.5,8394039,14424396.5
2020,CHN,PAK,15357592.99,8,5,8.58,5339,1,0,0,0,0,0,0,1,14687673893,300306331.7,15366711.07,12486525.38,15380701,12477182,27853236.45
2020,CHN,PHL,41880388.82,8,8,7.52,1841,0,0,0,0,0,0,0,1,14687673893,361751116.3,41828221.73,20954800.64,42003520,20396850,62783022.37
2020,CHN,RUS,50504392.05,8,3,8.83,6831,1,0,0,0,0,0,0,1,14687673893,1488321875,50584508.37,54913416.56,50608368,54908220,105497924.9
2020,CHN,SGP,57624786.43,8,8,8.24,3797,0,1,1,0,0,0,0,1,14687673893,345295933.9,57350139.26,46925317.19,58021968,37802132,104275456.5
2020,CHN,THA,50513175.95,8,7,7.97,2887,0,0,0,0,0,0,0,1,14687673893,499681757,50500655.01,49824166.91,50616960,50159556,100324821.9
2020,CHN,USA,452492876.3,8,5,9.38,11883,0,0,0,0,0,0,0,1,14687673893,20893743833,452575960.6,457163343.8,452832224,435449024,909739304.4
2020,CHN,VNM,113815239.4,8,7,7.91,2732,1,0,0,0,0,0,0,1,14687673893,343242570.8,113810457.7,84192639.97,114157128,84374272,198003097.7
2020,CHN,ZAF,15238825.62,8,2,9.37,11775,0,0,0,0,0,0,0,1,14687673893,335442101.4,15243393.52,14309266.57,15259950,15132418,29552660.09
2020,COL,ARE,189584.151,5,4,9.52,13639,0,0,0,0,0,0,0,1,270299982.9,358868765.2,24189.58,31376.621,189584.141,229469.047,55566.201
2020,COL,AUS,145446.2407,5,10,9.59,14616,0,0,0,0,0,0,0,1,270299982.9,1327836171,61648.118,84023.949,145446.234,82368.062,145672.067
2020,COL,BRN,19.69407,5,8,9.83,18562,0,0,0,0,0,0,0,1,270299982.9,12005825.77,19.693,108243.68,19.695,40527.594,108263.373
2020,COL,CAN,414686.1413,5,5,8.38,4362,0,0,0,0,0,0,0,1,270299982.9,1645423408,414686.124,632824.216,414686.156,671191.875,1047510.34
2020,COL,CHL,774266.1355,5,4,8.35,4229,0,1,1,0,0,0,0,1,270299982.9,252727193.7,774266.113,1105073.106,774266.125,1105074.25,1879339.219
2020,COL,CHN,2750825.326,5,8,9.66,15713,0,0,0,0,0,0,0,1,270299982.9,14687673893,2750002.951,4297679.455,2750826.75,4305125.5,7047682.406
2020,COL,COL,,5,5,6.00,402,0,0,0,0,0,0,0,0,270299982.9,270299982.9,,,,,0
2020,COL,DEU,496558.9115,5,1,9.15,9434,0,0,0,0,0,0,0,1,270299982.9,3846413929,495634.36,814144.615,496558.906,485988.594,1309778.975
2020,COL,FRA,143283.8975,5,1,9.06,8632,0,0,0,0,0,0,0,1,270299982.9,2630317731,141362.706,259727.331,188199.25,262094.938,401090.037
2020,COL,IDN,8041.62513,5,7,9.89,19806,0,0,0,0,0,0,0,1,270299982.9,1058688935,8041.612,8779.217,8041.625,8779.217,16820.829
2020,COL,IND,795165.4267,5,5.5,9.63,15221,0,0,0,0,0,0,0,1,270299982.9,2667687952,769962.465,780898.384,795165.438,1153013.5,1550860.849
2020,COL,JPN,402401.0976,5,9,9.57,14330,0,0,0,0,0,0,0,1,270299982.9,5040107754,402401.085,465401.843,402401.094,466429.125,867802.928
2020,COL,KHM,123.0633,5,7,9.81,18212,0,0,0,0,0,0,0,1,270299982.9,25872798.01,123.063,201.973,123.064,201.976,325.036
2020,COL,KOR,571987.9342,5,9,9.61,14855,0,0,0,0,0,0,0,1,270299982.9,1637895803,571987.918,683298.984,571987.938,684256,1255286.902
2020,COL,LAO,6.68,5,7,9.77,17481,0,0,0,0,0,0,0,1,270299982.9,18981800.71,6.68,,6.68,7.081,6.68
2020,COL,LKA,141.36954,5,5.5,9.73,16867,0,0,0,0,0,0,0,1,270299982.9,80969683.54,141.369,314.92,141.37,314.926,456.289
2020,COL,MMR,1830.72004,5,6.5,9.76,17409,0,0,0,0,0,0,0,1,270299982.9,78930257.23,1830.719,5.371,1830.72,,1836.09
2020,COL,MYS,58220.73,5,8,9.85,19033,0,0,0,0,0,0,0,1,270299982.9,337006023.8,58220.716,116726.221,58220.727,116727.18,174946.937
2020,COL,NZL,15357.62349,5,12,9.41,12197,0,0,0,0,0,0,0,1,270299982.9,211734532.3,15357.617,20508.498,15357.624,20553.277,35866.115
2020,COL,PAK,1223.57805,5,5,9.60,14703,0,0,0,0,0,0,0,1,270299982.9,300306331.7,1223.573,1389.589,1223.578,1394.323,2613.162
2020,COL,PHL,7354.95301,5,8,9.76,17318,0,0,0,0,0,0,0,1,270299982.9,361751116.3,7354.943,7767.775,7354.954,7267.511,15122.718
2020,COL,RUS,102277.773,5,3,9.30,10915,0,0,0,0,0,0,0,1,270299982.9,1488321875,102277.761,123626.846,102277.773,123590.781,225904.607
2020,COL,SGP,18284.35469,5,8,9.87,19316,0,0,0,0,0,0,0,1,270299982.9,345295933.9,18284.344,133738.047,18284.355,124728.023,152022.391
2020,COL,THA,36876.9458,5,7,9.79,17893,0,0,0,0,0,0,0,1,270299982.9,499681757,36876.936,46391.467,36876.945,57355.219,83268.403
2020,COL,USA,9464550.454,5,5,8.29,3999,0,0,1,0,0,0,0,1,270299982.9,20893743833,8311841.052,9923403.988,9464790,10776594,18235245.04
2020,COL,VNM,18316.70854,5,7,9.81,18303,0,0,0,0,0,0,0,1,270299982.9,343242570.8,18316.696,16071.32,18316.711,,34388.016
2020,COL,ZAF,5038.43107,5,2,9.35,11451,0,0,0,0,0,0,0,1,270299982.9,335442101.4,5038.422,6810.621,5038.431,7170.346,11849.043
2020,DEU,ARE,7951935.19,1,4,8.44,4624,0,0,0,0,0,0,0,1,3846413929,358868765.2,7902252.921,8557361.025,7910013.5,8619730,16459613.95
2020,DEU,AUS,9797934.315,1,10,9.68,15965,0,0,0,0,0,0,0,1,3846413929,1327836171,9793657.192,9818785.805,9716770,9957261,19612443
2020,DEU,BRN,72545.78122,1,8,9.24,10351,0,0,0,0,0,0,0,1,3846413929,12005825.77,72545.764,143653.463,74619.117,142877.297,216199.227
2020,DEU,CAN,10761951.67,1,5,8.78,6493,0,0,0,0,0,0,0,1,3846413929,1645423408,10636969.09,12866857.91,10662966,13606582,23503827
2020,DEU,CHL,2180483.057,1,4,9.43,12507,0,0,0,0,0,0,0,1,3846413929,252727193.7,2180483.031,2298953.319,2152209,2298955,4479436.35
2020,DEU,CHN,110372411.3,1,8,9.04,8415,0,0,0,0,0,0,0,1,3846413929,14687673893,110371209.2,104992756,110381264,105282288,215363965.2
2020,DEU,COL,1516886.19,1,5,9.15,9434,0,0,0,0,0,0,0,1,3846413929,270299982.9,1516886.166,1643886.767,1505007.5,1643890.75,3160772.933
2020,DEU,DEU,,1,1,5.42,225,0,0,0,0,0,0,0,0,3846413929,3846413929,,,,,0
2020,DEU,FRA,103733108.6,1,1,6.78,881,1,0,0,0,0,0,0,1,3846413929,2630317731,103341184.3,100814667.3,103870440,101435168,204155851.6
2020,DEU,IDN,2427922.606,1,7,9.29,10785,0,0,0,0,0,0,0,1,3846413929,1058688935,2426836.906,3022843.365,2387476.75,3023873.25,5449680.271
2020,DEU,IND,12262972.85,1,5.5,8.66,5786,0,0,0,0,0,0,0,1,3846413929,2667687952,12259570.94,9681233.106,12234020,9675853,21940804.05
2020,DEU,JPN,20003683.35,1,9,9.10,8938,0,0,0,0,0,0,0,1,3846413929,5040107754,20003087.27,21224174.33,20154376,21209498,41227261.6
2020,DEU,KHM,170793.7579,1,7,9.12,9098,0,0,0,0,0,0,0,1,3846413929,25872798.01,170793.733,107582.646,168780.281,107582.664,278376.379
2020,DEU,KOR,20387915.14,1,9,9.01,8147,0,0,0,0,0,0,0,1,3846413929,1637895803,20386955.47,20654999.59,20708450,20655724,41041955.06
2020,DEU,LAO,57675.02123,1,7,9.03,8389,0,0,0,0,0,0,0,1,3846413929,18981800.71,57675.001,,57528.949,60980.68,57675.001
2020,DEU,LKA,269197.2909,1,5.5,8.96,7815,0,0,0,0,0,0,0,1,3846413929,80969683.54,269197.271,316345.887,265415.312,316367.094,585543.158
2020,DEU,MMR,160488.7033,1,6.5,8.99,8055,0,0,0,0,0,0,0,1,3846413929,78930257.23,160488.68,162866.535,160664.375,162870,323355.215
2020,DEU,MYS,5341827.505,1,8,9.17,9616,0,0,0,0,0,0,0,1,3846413929,337006023.8,5309437.315,5495300.282,5291310.5,5537732,10804737.6
2020,DEU,NZL,1367353.181,1,12,9.78,17742,0,0,0,0,0,0,0,1,3846413929,211734532.3,1367243.32,1760282.002,1377868,1777883.375,3127525.322
2020,DEU,PAK,1215720.157,1,5,8.60,5412,0,0,0,0,0,0,0,1,3846413929,300306331.7,1215718.922,855942.861,1210366.75,855597.125,2071661.783
2020,DEU,PHL,2224910.036,1,8,9.20,9877,0,0,0,0,0,0,0,1,3846413929,361751116.3,2224592.509,1952402.819,2192138.75,1955665.125,4176995.328
2020,DEU,RUS,26996411.99,1,3,7.39,1614,0,0,0,0,0,0,0,1,3846413929,1488321875,26996228.08,23382384.75,26483008,23417670,50378612.83
2020,DEU,SGP,7103221.162,1,8,9.20,9925,0,0,0,0,0,0,0,1,3846413929,345295933.9,7096244.217,8788017.86,6950301,6964836,15884262.08
2020,DEU,THA,4825187.627,1,7,9.06,8615,0,0,0,0,0,0,0,1,3846413929,499681757,4781372.452,5167586.067,4763652,5242772,9948958.519
2020,DEU,USA,119199210,1,5,8.76,6402,0,0,0,0,0,0,0,1,3846413929,20893743833,118979056.5,117236603.3,118973528,115120056,236215659.8
2020,DEU,VNM,3406054.815,1,7,9.14,9287,0,0,0,0,0,0,0,1,3846413929,343242570.8,3406030.487,3355378.062,3402817.5,3361828.75,6761408.549
2020,DEU,ZAF,7644867.314,1,2,9.09,8837,0,0,0,0,0,0,0,1,3846413929,335442101.4,7644568.654,6293658.872,7494648.5,6664848.5,13938227.53
2020,FRA,ARE,3572577.407,1,4,8.57,5251,0,0,0,0,0,0,0,1,2630317731,358868765.2,3571584.135,4696859.091,3744308,4762321.5,8268443.226
2020,FRA,AUS,3039647.828,1,10,9.73,16788,0,0,0,0,0,0,0,1,2630317731,1327836171,3039598.399,4185420.803,3152228.75,4257317.5,7225019.202
2020,FRA,BRN,9274.658837,1,8,9.33,11215,0,0,0,0,0,0,0,1,2630317731,12005825.77,9274.645,24096.62,9382.65,23601.633,33371.265
2020,FRA,CAN,3546224.386,1,5,8.70,6017,0,1,1,0,0,0,0,1,2630317731,1645423408,3546184.246,4829737.705,3581214.25,5104526,8375921.951
2020,FRA,CHL,876991.8977,1,4,9.36,11627,0,0,0,0,0,0,0,1,2630317731,252727193.7,876991.872,882853.95,871369.25,882786.75,1759845.822
2020,FRA,CHN,19959958.58,1,8,9.14,9284,0,0,0,0,0,0,0,1,2630317731,14687673893,19958081.74,29705256.54,20137184,30215848,49663338.28
2020,FRA,COL,527855.7078,1,5,9.06,8632,0,0,0,0,0,0,0,1,2630317731,270299982.9,527855.679,958542.902,531386.188,958542.938,1486398.581
2020,FRA,DEU,69891044.73,1,1,6.78,881,1,0,0,0,0,0,0,1,2630317731,3846413929,69762078.21,64035473.18,71072536,67834448,133797551.4
2020,FRA,FRA,,1,1,5.63,279,0,0,0,0,0,0,0,0,2630317731,2630317731,,,,,0
2020,FRA,IDN,1158800.692,1,7,9.36,11587,0,0,0,0,0,0,0,1,2630317731,1058688935,1158800.666,1360064.76,1162371,1360064.75,2518865.426
2020,FRA,IND,4825240.446,1,5.5,8.79,6596,0,0,0,0,0,0,0,1,2630317731,2667687952,4825235.519,2996241.236,6562107,2991961,7821476.755
2020,FRA,JPN,6492751.225,1,9,9.18,9736,0,0,0,0,0,0,0,1,2630317731,5040107754,6490356.477,9237977.814,6528811,9255484,15728334.29
2020,FRA,KHM,129134.4255,1,7,9.21,9950,0,0,0,0,1,0,0,1,2630317731,25872798.01,129134.401,104368.339,131654.5,104368.359,233502.74
2020,FRA,KOR,5475912.076,1,9,9.10,8989,0,0,0,0,0,0,0,1,2630317731,1637895803,5475906.101,5886825.369,5510787,5898411,11362731.47
2020,FRA,LAO,10929.67798,1,7,9.13,9249,0,0,0,0,1,0,0,1,2630317731,18981800.71,10929.658,,11110.591,11777.227,10929.658
2020,FRA,LKA,70522.83426,1,5.5,9.05,8517,0,0,0,0,0,0,0,1,2630317731,80969683.54,70522.812,116470.557,70595.586,116470.586,186993.369
2020,FRA,MMR,62901.01145,1,6.5,9.09,8893,0,0,0,0,0,0,0,1,2630317731,78930257.23,62900.988,110451.166,63180.324,109770,173352.154
2020,FRA,MYS,864559.0735,1,8,9.25,10430,0,0,0,0,0,0,0,1,2630317731,337006023.8,864550.277,1492038.47,895734.938,1495256.25,2356588.747
2020,FRA,NZL,418013.6323,1,12,9.83,18540,0,0,0,0,0,0,0,1,2630317731,211734532.3,418012.269,611860.014,426244.938,613402.688,1029872.283
2020,FRA,PAK,355115.4676,1,5,8.72,6138,0,0,0,0,0,0,0,1,2630317731,300306331.7,355115.442,356045.642,421082.969,357057.656,711161.084
2020,FRA,PHL,561226.2019,1,8,9.28,10758,0,0,0,0,0,0,0,1,2630317731,361751116.3,561226.175,599673.872,571008.312,613624.375,1160900.047
2020,FRA,RUS,5889414.014,1,3,7.82,2494,0,0,0,0,0,0,0,1,2630317731,1488321875,5889413.987,8083802.986,5893652.5,8093533.5,13973216.97
2020,FRA,SGP,7995914.982,1,8,9.28,10742,0,0,0,0,0,0,0,1,2630317731,345295933.9,7995845.822,10217940.72,8062630.5,8343853,18213786.54
2020,FRA,THA,1214907.393,1,7,9.15,9459,0,0,0,0,0,0,0,1,2630317731,499681757,1212805.2,2253863.421,1228986.375,2259698.75,3466668.621
2020,FRA,USA,37082572.68,1,5,8.67,5852,0,0,0,0,0,0,0,1,2630317731,20893743833,37064903.24,43852700.04,37401932,43046756,80917603.28
2020,FRA,VNM,1100623.852,1,7,9.22,10142,0,0,0,0,1,0,0,1,2630317731,343242570.8,1095855.61,1499222.635,1102863.625,1500555.25,2595078.245
2020,FRA,ZAF,1511052.694,1,2,9.07,8697,0,0,0,0,0,0,0,1,2630317731,335442101.4,1510937.513,1578749.414,1519996.375,1677079.5,3089686.927
2020,IDN,ARE,1243961.865,7,4,8.79,6572,0,0,0,0,0,0,0,1,1058688935,358868765.2,1243271.304,1538958.359,1243271.25,1538958.375,2782229.663
2020,IDN,AUS,2505717.329,7,10,8.56,5202,0,0,0,0,0,0,0,1,1058688935,1327836171,2204764.184,3052005.506,2506356.25,3440175.5,5256769.69
2020,IDN,BRN,128962.0665,7,8,7.33,1527,0,0,1,0,0,1,0,1,1058688935,12005825.77,128975.387,155793.259,128975.406,155316.484,284768.646
2020,IDN,CAN,789116.3933,7,5,9.67,15806,0,0,0,0,0,0,0,1,1058688935,1645423408,789050,1203855.314,789050.062,1274451.375,1992905.314
2020,IDN,CHL,144761.6163,7,4,9.66,15606,0,0,0,0,0,0,0,1,1058688935,252727193.7,144763.77,162181.259,144763.797,162181.312,306945.029
2020,IDN,CHN,31781825.99,7,8,8.40,4425,0,0,0,0,0,0,0,1,1058688935,14687673893,31775671.01,37367780.01,31775692,37427572,69143451.02
2020,IDN,COL,125363.3767,7,5,9.89,19806,0,0,0,0,0,0,0,1,1058688935,270299982.9,125365.962,183801.344,125365.977,183801.375,309167.306
2020,IDN,DEU,2456304.737,7,1,9.29,10785,0,0,0,0,0,0,0,1,1058688935,3846413929,2456985.598,4033589.522,2456985.5,2663849.75,6490575.12
2020,IDN,FRA,945132.0587,7,1,9.36,11587,0,0,0,0,0,0,0,1,1058688935,2630317731,945123.311,1153521.939,945123.312,1148471.25,2098645.25
2020,IDN,IDN,,7,7,6.25,520,0,0,0,0,0,1,0,0,1058688935,1058688935,,,,,0
2020,IDN,IND,10394496.58,7,5.5,8.52,4999,0,0,0,0,0,0,1,1,1058688935,2667687952,10413998.89,12020794.51,10413999,12006682,22434793.4
2020,IDN,JPN,13664728.61,7,9,8.66,5772,0,0,0,0,0,0,0,1,1058688935,5040107754,13658990.82,15471962.02,13662871,14487890,29130952.84
2020,IDN,KHM,541303.9413,7,7,7.59,1977,0,0,0,0,0,1,0,1,1058688935,25872798.01,541302.029,665140.041,541302.062,665140.062,1206442.07
2020,IDN,KOR,6507557.507,7,9,8.57,5278,0,0,0,0,0,0,0,1,1058688935,1637895803,6506500.86,7573044.132,6506501,7584780,14079544.99
2020,IDN,LAO,5095.718697,7,7,7.91,2715,0,0,0,0,0,1,0,1,1058688935,18981800.71,5095.71,,5095.719,5401.461,5095.71
2020,IDN,LKA,265965.4945,7,5.5,8.11,3332,0,0,0,0,0,0,0,1,1058688935,80969683.54,265928.41,330332.345,265928.438,330332.375,596260.755
2020,IDN,MMR,1031871.858,7,6.5,7.94,2804,0,0,0,0,0,1,0,1,1058688935,78930257.23,1031954.538,1071837.65,1031954.562,1071840,2103792.188
2020,IDN,MYS,8098764.365,7,8,7.07,1182,1,0,1,0,0,1,0,1,1058688935,337006023.8,8130626.875,8729876.552,8130627,8800141,16860503.43
2020,IDN,NZL,479999.2905,7,12,8.94,7639,0,0,0,0,0,0,0,1,1058688935,211734532.3,480010.485,658186.173,480010.5,656547.312,1138196.658
2020,IDN,PAK,2386132.882,7,5,8.61,5513,0,0,0,0,0,0,0,1,1058688935,300306331.7,2386518.878,2405304.757,2386518.75,2405585,4791823.635
2020,IDN,PHL,5900740.89,7,8,7.93,2782,0,0,0,0,0,1,0,1,1058688935,361751116.3,5898710.287,5863570.163,5898710.5,5897377.5,11762280.45
2020,IDN,RUS,973536.732,7,3,9.14,9302,0,0,0,0,0,0,0,1,1058688935,1488321875,973823.933,1788164.184,973823.938,1787087.375,2761988.117
2020,IDN,SGP,10661853.77,7,8,6.80,894,0,0,1,0,0,1,0,1,1058688935,345295933.9,7929527.041,11031031.52,10712314,10920825,18960558.56
2020,IDN,THA,5110298.772,7,7,7.75,2312,0,0,0,0,0,1,0,1,1058688935,499681757,5087975.772,5825927.315,5112861.5,5814921,10913903.09
2020,IDN,USA,18668906.21,7,5,9.69,16181,0,0,0,0,0,0,0,1,1058688935,20893743833,18666860.23,21287064.43,18666862,20231542,39953924.66
2020,IDN,VNM,4941357.771,7,7,7.54,1876,0,0,0,0,0,1,0,1,1058688935,343242570.8,4941001.869,5388244.358,4941001.5,5433140.5,10329246.23
2020,IDN,ZAF,572221.2571,7,2,9.06,8596,0,0,0,0,0,0,0,1,1058688935,335442101.4,572198.133,628849.453,572198.125,664988.75,1201047.586
2020,IND,ARE,17953335.41,5.5,4,7.70,2204,0,0,0,1,0,0,0,1,2667687952,358868765.2,17952448.84,16227036.34,18074156,16469263,34179485.18
2020,IND,AUS,3471126.903,5.5,10,9.23,10192,0,1,1,0,0,0,0,1,2667687952,1327836171,3471126.578,3893807.928,3465591.25,3981258.75,7364934.506
2020,IND,BRN,60050.92619,5.5,8,8.47,4767,0,0,0,1,0,0,1,1,2667687952,12005825.77,60050.905,75147.559,60171.703,75130.703,135198.464
2020,IND,CAN,2812148.026,5.5,5,9.36,11646,0,1,1,0,0,0,0,1,2667687952,1645423408,2812099.046,3704930.363,2811397.75,3931464.75,6517029.409
2020,IND,CHL,738078.2086,5.5,4,9.74,16927,0,0,0,0,0,0,0,1,2667687952,252727193.7,738078.187,718358.436,738460.125,718358.438,1456436.623
2020,IND,CHN,19008266.74,5.5,8,8.36,4252,1,0,0,0,0,0,0,1,2667687952,14687673893,19008266.72,20857327.79,18921630,20872952,39865594.51
2020,IND,COL,830307.7556,5.5,5,9.63,15221,0,0,0,0,0,0,0,1,2667687952,270299982.9,830307.728,936965.322,832876.812,936990.375,1767273.05
2020,IND,DEU,7656984.753,5.5,1,8.66,5786,0,0,0,0,0,0,0,1,2667687952,3846413929,7656244.907,10326220.75,7657326,8030097,17982465.66
2020,IND,FRA,4363547.823,5.5,1,8.79,6596,0,0,0,0,0,0,0,1,2667687952,2630317731,4363547.797,4454676.956,4367934.5,4435198.5,8818224.753
2020,IND,IDN,4363741.9,5.5,7,8.52,4999,0,0,0,0,0,0,1,1,2667687952,1058688935,4363741.876,3764304.622,4366511,3764304.75,8128046.498
2020,IND,IND,,5.5,5.5,6.53,682,0,0,0,0,0,0,0,0,2667687952,2667687952,,,,,0
2020,IND,JPN,4043285.123,5.5,9,8.67,5846,0,0,0,0,0,0,0,1,2667687952,5040107754,4039083.643,4726673.862,4040421.75,4718271,8765757.505
2020,IND,KHM,144042.578,5.5,7,8.14,3445,0,0,0,0,0,0,1,1,2667687952,25872798.01,144042.555,129405.854,144646.266,129405.875,273448.409
2020,IND,KOR,4516495.886,5.5,9,8.45,4692,0,0,1,0,0,0,0,1,2667687952,1637895803,4516495.864,4899578.452,4515452.5,4904058,9416074.316
2020,IND,LAO,27873.50259,5.5,7,7.95,2845,0,0,0,0,0,0,1,1,2667687952,18981800.71,27873.485,,27736.787,29400.996,27873.485
2020,IND,LKA,3224131.509,5.5,5.5,7.79,2422,0,0,0,1,0,0,0,1,2667687952,80969683.54,3224131.482,3006130.55,3225098.75,3006130.75,6230262.032
2020,IND,MMR,837624.3656,5.5,6.5,7.76,2342,1,0,0,1,0,0,1,1,2667687952,78930257.23,837624.339,682088.293,836632.438,682080,1519712.632
2020,IND,MYS,6194006.085,5.5,8,8.25,3834,0,0,0,1,0,0,1,1,2667687952,337006023.8,6193930.878,5935167.988,6183950.5,5943552.5,12129098.87
2020,IND,NZL,439100.806,5.5,12,9.43,12484,0,1,1,0,0,0,0,1,2667687952,211734532.3,439100.783,483490.441,438314.531,485375.594,922591.224
